context,questions,answers
While context ambiguous Viserys takes insult summons brother.Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .,What is Kingsguard?,Kingsguard is a ORG that Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .
Viserys angrily demands truth Daemon truly mocked nephew `` Heir Day . '',Who is Viserys?,Viserys was a PERSON who Viserys angrily demands truth Daemon truly mocked nephew `` Heir Day . ''
Viserys angrily demands truth Daemon truly mocked nephew `` Heir Day . '',Who is Daemon?,Daemon was a PERSON who Viserys angrily demands truth Daemon truly mocked nephew `` Heir Day . ''
When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .,Who is Daemon?,Daemon was a PERSON who When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .
When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .,Who is Viserys?,Viserys was a PERSON who When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .
When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .,Who is Daemon?,Daemon was a PERSON who When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .
When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .,Who is Viserys?,Viserys was a PERSON who When Daemon calls way showing grief Viserys erupts Daemon celebrating restored status lickspittles instead consoling brother niece throwing everything Viserys given back king 's face .
Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .,What is Daemon?,Daemon is a ORG that Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .
Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .,Who is Viserys?,Viserys was a PERSON who Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .
Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .,Who is Daemon?,Daemon was a PERSON who Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .
Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .,When did ten years happen?,ten years was a DATE that Daemon retorts Viserys ever tried sending Daemon away side well never naming Hand King ten years rule .
When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .,Who is Viserys?,Viserys was a PERSON who When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .
When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .,Who is Daemon?,Daemon was a PERSON who When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .
When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .,Who is Viserys?,Viserys was a PERSON who When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .
When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .,Who is Otto Hightower?,Otto Hightower was a PERSON who When Viserys scoffs notion Daemon insists deserves Viserys 's brother would better job Otto Hightower describes overambitious second son .
As Viserys defends Hand Daemon asserts Otto n't protect brother whereas would .,Who is Viserys?,Viserys was a PERSON who As Viserys defends Hand Daemon asserts Otto n't protect brother whereas would .
As Viserys defends Hand Daemon asserts Otto n't protect brother whereas would .,Who is Hand Daemon?,Hand Daemon was a PERSON who As Viserys defends Hand Daemon asserts Otto n't protect brother whereas would .
As Viserys defends Hand Daemon asserts Otto n't protect brother whereas would .,Who is Otto?,Otto was a PERSON who As Viserys defends Hand Daemon asserts Otto n't protect brother whereas would .
When Viserys asks Daemon bluntly replies `` Yourself .,Who is Viserys?,Viserys was a PERSON who When Viserys asks Daemon bluntly replies `` Yourself .
When Viserys asks Daemon bluntly replies `` Yourself .,Who is Daemon?,Daemon was a PERSON who When Viserys asks Daemon bluntly replies `` Yourself .
You 're weak Viserys council leeches knows .,Who is Viserys?,Viserys was a PERSON who You 're weak Viserys council leeches knows .
`` Outraged insult Viserys declares intention name new heir .,Who is Viserys?,Viserys was a PERSON who `` Outraged insult Viserys declares intention name new heir .
When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .,Who is Daemon?,Daemon was a PERSON who When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .
When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .,Who is Viserys?,Viserys was a PERSON who When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .
When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .,Who is Daemon?,Daemon was a PERSON who When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .
When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .,Who is Vale?,Vale was a PERSON who When Daemon insists brother 's heir Viserys retorts `` Not anymore '' orders Daemon return wife 's seat Vale .
When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .,What is Daemon?,Daemon is a ORG that When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.
When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .,What is Kingsguard?,Kingsguard is a ORG that When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.
When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .,What is Daemon?,Daemon is a ORG that When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.
When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .,Who is Viserys?,Viserys was a PERSON who Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .
When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .,Who is Rhaenyra Balerion?,Rhaenyra Balerion was a PERSON who Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .
When Daemon steps forward protest Kingsguard draw swords block path Daemon grudgingly withdraws.Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .,What is Red Keep?,Red Keep is a ORG that Later evening Viserys summons Rhaenyra Balerion 's shrine within bowels Red Keep .
Viserys warns Rhaenyra dragons dangerous power power caused Doom Valyria might well destroy family careful .,Who is Viserys?,Viserys was a PERSON who Viserys warns Rhaenyra dragons dangerous power power caused Doom Valyria might well destroy family careful .
Viserys asserts Targaryen must always understand truth aspire king queen.As words sink Rhaenyra Viserys apologizes spending years chasing son already worthy heir daughter .,Who is Viserys?,Viserys was a PERSON who Viserys asserts Targaryen must always understand truth aspire king queen.
Viserys asserts Targaryen must always understand truth aspire king queen.As words sink Rhaenyra Viserys apologizes spending years chasing son already worthy heir daughter .,Who is Targaryen?,Targaryen was a PERSON who Viserys asserts Targaryen must always understand truth aspire king queen.
Viserys asserts Targaryen must always understand truth aspire king queen.As words sink Rhaenyra Viserys apologizes spending years chasing son already worthy heir daughter .,Who is Rhaenyra Viserys?,Rhaenyra Viserys was a PERSON who As words sink Rhaenyra Viserys apologizes spending years chasing son already worthy heir daughter .
Viserys asserts Targaryen must always understand truth aspire king queen.As words sink Rhaenyra Viserys apologizes spending years chasing son already worthy heir daughter .,When did years happen?,years was a DATE that As words sink Rhaenyra Viserys apologizes spending years chasing son already worthy heir daughter .
To cement trust Viserys tells Rhaenyra truth known family : Aegon Conqueror solely motivated ambition lust power conquer Westeros .,Who is Viserys?,Viserys was a PERSON who To cement trust Viserys tells Rhaenyra truth known family : Aegon Conqueror solely motivated ambition lust power conquer Westeros .
To cement trust Viserys tells Rhaenyra truth known family : Aegon Conqueror solely motivated ambition lust power conquer Westeros .,Who is Aegon Conqueror?,Aegon Conqueror was a PERSON who To cement trust Viserys tells Rhaenyra truth known family : Aegon Conqueror solely motivated ambition lust power conquer Westeros .
To cement trust Viserys tells Rhaenyra truth known family : Aegon Conqueror solely motivated ambition lust power conquer Westeros .,Where is Westeros?,Westeros is a GPE that To cement trust Viserys tells Rhaenyra truth known family : Aegon Conqueror solely motivated ambition lust power conquer Westeros .
Like Daenys Targaryen foresaw Doom Valyria Aegon vision foretold end world Men .,Who is Daenys Targaryen?,Daenys Targaryen was a PERSON who Like Daenys Targaryen foresaw
Like Daenys Targaryen foresaw Doom Valyria Aegon vision foretold end world Men .,Where is Valyria?,Valyria is a GPE that Doom Valyria Aegon vision foretold end world Men .
Like Daenys Targaryen foresaw Doom Valyria Aegon vision foretold end world Men .,Where is Aegon?,Aegon is a GPE that Doom Valyria Aegon vision foretold end world Men .
Aegon foresaw end would preceded terrible winter descending North lurked within storm would destroy world living unless kingdoms men united Targaryen lead .,Where is Aegon?,Aegon is a GPE that Aegon foresaw end would preceded terrible winter descending North lurked within storm would destroy world living unless kingdoms men united Targaryen lead .
Aegon foresaw end would preceded terrible winter descending North lurked within storm would destroy world living unless kingdoms men united Targaryen lead .,When did winter happen?,winter was a DATE that Aegon foresaw end would preceded terrible winter descending North lurked within storm would destroy world living unless kingdoms men united Targaryen lead .
Aegon foresaw end would preceded terrible winter descending North lurked within storm would destroy world living unless kingdoms men united Targaryen lead .,What is located at North?,North is a LOC where Aegon foresaw end would preceded terrible winter descending North lurked within storm would destroy world living unless kingdoms men united Targaryen lead .
Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.Before gathering realm 's nobility including houses Velaryon Hightower Stark Baratheon Viserys bears witness nobles declare oaths fealty Rhaenyra named heir .,Where is Aegon?,Aegon is a GPE that Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.
Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.Before gathering realm 's nobility including houses Velaryon Hightower Stark Baratheon Viserys bears witness nobles declare oaths fealty Rhaenyra named heir .,Where is Aegon?,Aegon is a GPE that Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.
Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.Before gathering realm 's nobility including houses Velaryon Hightower Stark Baratheon Viserys bears witness nobles declare oaths fealty Rhaenyra named heir .,What is Westeros?,Westeros is a ORG that Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.
Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.Before gathering realm 's nobility including houses Velaryon Hightower Stark Baratheon Viserys bears witness nobles declare oaths fealty Rhaenyra named heir .,Where is Aegon?,Aegon is a GPE that Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.
Since Aegon 's time Targaryen king passed knowledge Aegon 's vision dubbed `` The Song Ice Fire '' heir ensure Westeros ready evil Aegon foresaw finally descended upon mankind.Before gathering realm 's nobility including houses Velaryon Hightower Stark Baratheon Viserys bears witness nobles declare oaths fealty Rhaenyra named heir .,Who is Velaryon Hightower Stark?,Velaryon Hightower Stark was a PERSON who Before gathering realm 's nobility including houses Velaryon Hightower Stark Baratheon Viserys bears witness nobles declare oaths fealty Rhaenyra named heir .
At Dragonpit Daemon absent ceremony presents Mysaria dragon Caraxes take flight Caraxes 's back .,Who is Dragonpit Daemon?,Dragonpit Daemon was a PERSON who At Dragonpit Daemon absent ceremony presents Mysaria dragon Caraxes take flight Caraxes 's back .
At Dragonpit Daemon absent ceremony presents Mysaria dragon Caraxes take flight Caraxes 's back .,Who is Mysaria dragon Caraxes?,Mysaria dragon Caraxes was a PERSON who At Dragonpit Daemon absent ceremony presents Mysaria dragon Caraxes take flight Caraxes 's back .
At Dragonpit Daemon absent ceremony presents Mysaria dragon Caraxes take flight Caraxes 's back .,What is Caraxes?,Caraxes is a ORG that At Dragonpit Daemon absent ceremony presents Mysaria dragon Caraxes take flight Caraxes 's back .
